212.0,55453.0,0.0,0.0
212.0,51875.0,0.0,0.0
212.0,48298.0,0.0,0.0
212.0,44720.0,0.0,0.0
212.0,41142.0,0.0,0.0
212.0,37565.0,0.0,0.0
212.0,33987.0,0.0,0.0
212.0,30410.0,0.0,0.0
212.0,26832.0,0.0,0.0
212.0,23254.0,0.0,0.0
212.0,19677.0,0.0,0.0
212.0,16099.0,0.0,0.0
212.0,12522.0,0.0,0.0
212.0,8944.0,0.0,0.0
212.0,5366.0,0.0,0.0
212.0,1789.0,0.0,0.0
212.0,0.0,1789.0,0.0
212.0,0.0,5366.0,0.0
212.0,0.0,8944.0,0.0
212.0,0.0,12522.0,0.0
212.0,0.0,16099.0,0.0
212.0,0.0,19677.0,0.0
212.0,0.0,23254.0,0.0
212.0,0.0,26832.0,0.0
212.0,0.0,30410.0,0.0
212.0,0.0,33987.0,0.0
212.0,0.0,37565.0,0.0
212.0,0.0,41142.0,0.0
212.0,0.0,44720.0,0.0
212.0,0.0,48298.0,0.0
212.0,0.0,51875.0,0.0
212.0,0.0,55453.0,0.0
211.0,0.0,55453.0,0.0
211.0,0.0,51875.0,0.0
211.0,0.0,48298.0,0.0
211.0,0.0,44720.0,0.0
211.0,0.0,41142.0,0.0
211.0,0.0,37565.0,0.0
211.0,0.0,33987.0,0.0
211.0,0.0,30410.0,0.0
211.0,0.0,26832.0,0.0
211.0,0.0,23254.0,0.0
211.0,0.0,19677.0,0.0
211.0,0.0,16099.0,0.0
211.0,0.0,12522.0,0.0
211.0,0.0,8944.0,0.0
211.0,0.0,5366.0,0.0
211.0,0.0,1789.0,0.0
211.0,1789.0,0.0,0.0
211.0,5366.0,0.0,0.0
211.0,8944.0,0.0,0.0
211.0,12522.0,0.0,0.0
211.0,16099.0,0.0,0.0
211.0,19677.0,0.0,0.0
211.0,23254.0,0.0,0.0
211.0,26832.0,0.0,0.0
211.0,30410.0,0.0,0.0
211.0,33987.0,0.0,0.0
211.0,37565.0,0.0,0.0
211.0,41142.0,0.0,0.0
211.0,44720.0,0.0,0.0
211.0,48298.0,0.0,0.0
211.0,51875.0,0.0,0.0
211.0,55453.0,0.0,0.0
211.0,55453.0,0.0,0.0
211.0,51875.0,0.0,0.0
211.0,48298.0,0.0,0.0
211.0,44720.0,0.0,0.0
211.0,41142.0,0.0,0.0
211.0,37565.0,0.0,0.0
211.0,33987.0,0.0,0.0
211.0,30410.0,0.0,0.0
211.0,26832.0,0.0,0.0
211.0,23254.0,0.0,0.0
211.0,19677.0,0.0,0.0
211.0,16099.0,0.0,0.0
211.0,12522.0,0.0,0.0
211.0,8944.0,0.0,0.0
211.0,5366.0,0.0,0.0
211.0,1789.0,0.0,0.0
211.0,0.0,1789.0,0.0
211.0,0.0,5366.0,0.0
211.0,0.0,8944.0,0.0
211.0,0.0,12522.0,0.0
211.0,0.0,16099.0,0.0
211.0,0.0,19677.0,0.0
211.0,0.0,23254.0,0.0
211.0,0.0,26832.0,0.0
211.0,0.0,30410.0,0.0
211.0,0.0,33987.0,0.0
211.0,0.0,37565.0,0.0
211.0,0.0,41142.0,0.0
211.0,0.0,44720.0,0.0
211.0,0.0,48298.0,0.0
211.0,0.0,51875.0,0.0
211.0,0.0,55453.0,0.0
210.0,0.0,55453.0,0.0
210.0,0.0,51875.0,0.0
210.0,0.0,48298.0,0.0
210.0,0.0,44720.0,0.0
210.0,0.0,41142.0,0.0
210.0,0.0,37565.0,0.0
210.0,0.0,33987.0,0.0
210.0,0.0,30410.0,0.0
210.0,0.0,26832.0,0.0
210.0,0.0,23254.0,0.0
210.0,0.0,19677.0,0.0
210.0,0.0,16099.0,0.0
210.0,0.0,12522.0,0.0
210.0,0.0,8944.0,0.0
210.0,0.0,5366.0,0.0
210.0,0.0,1789.0,0.0
210.0,1789.0,0.0,0.0
210.0,5366.0,0.0,0.0
210.0,8944.0,0.0,0.0
210.0,12522.0,0.0,0.0
210.0,16099.0,0.0,0.0
210.0,19677.0,0.0,0.0
210.0,23254.0,0.0,0.0
210.0,26832.0,0.0,0.0
210.0,30410.0,0.0,0.0
210.0,33987.0,0.0,0.0
210.0,37565.0,0.0,0.0
210.0,41142.0,0.0,0.0
210.0,44720.0,0.0,0.0
210.0,48298.0,0.0,0.0
210.0,51875.0,0.0,0.0
210.0,55453.0,0.0,0.0
209.0,55453.0,0.0,0.0
209.0,51875.0,0.0,0.0
209.0,48298.0,0.0,0.0
209.0,44720.0,0.0,0.0
209.0,41142.0,0.0,0.0
209.0,37565.0,0.0,0.0
209.0,33987.0,0.0,0.0
209.0,30410.0,0.0,0.0
209.0,26832.0,0.0,0.0
209.0,23254.0,0.0,0.0
209.0,19677.0,0.0,0.0
209.0,16099.0,0.0,0.0
209.0,12522.0,0.0,0.0
209.0,8944.0,0.0,0.0
209.0,5366.0,0.0,0.0
209.0,1789.0,0.0,0.0
209.0,0.0,1789.0,0.0
209.0,0.0,5366.0,0.0
209.0,0.0,8944.0,0.0
209.0,0.0,12522.0,0.0
209.0,0.0,16099.0,0.0
209.0,0.0,19677.0,0.0
209.0,0.0,23254.0,0.0
209.0,0.0,26832.0,0.0
209.0,0.0,30410.0,0.0
209.0,0.0,33987.0,0.0
209.0,0.0,37565.0,0.0
209.0,0.0,41142.0,0.0
209.0,0.0,44720.0,0.0
209.0,0.0,48298.0,0.0
209.0,0.0,51875.0,0.0
209.0,0.0,55453.0,0.0
209.0,0.0,55453.0,0.0
209.0,0.0,51875.0,0.0
209.0,0.0,48298.0,0.0
209.0,0.0,44720.0,0.0
209.0,0.0,41142.0,0.0
209.0,0.0,37565.0,0.0
209.0,0.0,33987.0,0.0
209.0,0.0,30410.0,0.0
209.0,0.0,26832.0,0.0
209.0,0.0,23254.0,0.0
209.0,0.0,19677.0,0.0
209.0,0.0,16099.0,0.0
209.0,0.0,12522.0,0.0
209.0,0.0,8944.0,0.0
209.0,0.0,5366.0,0.0
209.0,0.0,1789.0,0.0
209.0,1789.0,0.0,0.0
209.0,5366.0,0.0,0.0
209.0,8944.0,0.0,0.0
209.0,12522.0,0.0,0.0
209.0,16099.0,0.0,0.0
209.0,19677.0,0.0,0.0
209.0,23254.0,0.0,0.0
209.0,26832.0,0.0,0.0
209.0,30410.0,0.0,0.0
209.0,33987.0,0.0,0.0
209.0,37565.0,0.0,0.0
209.0,41142.0,0.0,0.0
209.0,44720.0,0.0,0.0
209.0,48298.0,0.0,0.0
209.0,51875.0,0.0,0.0
209.0,55453.0,0.0,0.0
208.0,55453.0,0.0,0.0
208.0,51875.0,0.0,0.0
208.0,48298.0,0.0,0.0
208.0,44720.0,0.0,0.0
208.0,41142.0,0.0,0.0
208.0,37565.0,0.0,0.0
208.0,33987.0,0.0,0.0
208.0,30410.0,0.0,0.0
208.0,26832.0,0.0,0.0
208.0,23254.0,0.0,0.0
208.0,19677.0,0.0,0.0
208.0,16099.0,0.0,0.0
208.0,12522.0,0.0,0.0
208.0,8944.0,0.0,0.0
208.0,5366.0,0.0,0.0
208.0,1789.0,0.0,0.0
208.0,0.0,1789.0,0.0
208.0,0.0,5366.0,0.0
208.0,0.0,8944.0,0.0
208.0,0.0,12522.0,0.0
208.0,0.0,16099.0,0.0
208.0,0.0,19677.0,0.0
208.0,0.0,23254.0,0.0
208.0,0.0,26832.0,0.0
208.0,0.0,30410.0,0.0
208.0,0.0,33987.0,0.0
208.0,0.0,37565.0,0.0
208.0,0.0,41142.0,0.0
208.0,0.0,44720.0,0.0
208.0,0.0,48298.0,0.0
208.0,0.0,51875.0,0.0
208.0,0.0,55453.0,0.0
207.0,0.0,55453.0,0.0
207.0,0.0,51875.0,0.0
207.0,0.0,48298.0,0.0
207.0,0.0,44720.0,0.0
207.0,0.0,41142.0,0.0
207.0,0.0,37565.0,0.0
207.0,0.0,33987.0,0.0
207.0,0.0,30410.0,0.0
207.0,0.0,26832.0,0.0
207.0,0.0,23254.0,0.0
207.0,0.0,19677.0,0.0
207.0,0.0,16099.0,0.0
207.0,0.0,12522.0,0.0
